OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
1695,53,Lake Stevens Weigh Station,SR 9,17,Lake Stevens,Snohomish,WA,48.023323,-122.109843,2,-122.109842999941,48.0233229999774
1696,53,Brewster Weigh Station,US 97,265,Brewster,Okanogan,WA,48.103285,-119.685567,4,-119.685566999603,48.1032850002577
1697,53,Smokey Point NB,I-5,207,NA,Snohomish,WA,48.16885,-122.18887,11,-122.188869999951,48.1688500002037
1698,53,Smokey Point SB,I-5,207,NA,Snohomish,WA,48.169108,-122.194278,12,-122.194277999895,48.1691079999268
1699,53,Stanwood/Bryant Weigh Station,I-5,214,Stanwood/Bryant,Skagit,WA,48.257008,-122.256512,13,-122.256511999984,48.2570080002491
1700,53,Bow Hill (POE) Weigh Station,I-5,235,Bow Hill,Skagit,WA,48.538809,-122.354422,20,-122.354421999593,48.5388089997387
1701,53,Bow Hill NB,I-5,235,NA,Skagit,WA,48.58233,-122.34431,12,-122.34431000041,48.5823299997106
1702,53,Bow Hill SB,I-5,235,NA,Skagit,WA,48.58467,-122.34653,11,-122.346529999785,48.584669999995
1703,53,Custer NB,I-5,268,NA,Whatcom,WA,48.90913,-122.62203,18,-122.622029999663,48.9091300002599
1704,53,Custer SB,I-5,269,NA,Whatcom,WA,48.92667,-122.64618,11,-122.646179999639,48.9266700001489
1705,55,Safety & Weight Enforcment Facility #21,I-94W,1,Kenosha,Kenosha,WI,42.50037,-87.95073,26,-87.9507300000297,42.5003700001632
1706,55,Rest Area #22,I-39N/I-90W,187,Beloit,Rock,WI,42.5025,-88.9895,30,-88.9894999995687,42.5024999997539
1707,55,Rest Area #26,I-94W,347,Kenosha,Kenosha,WI,42.5187,-87.9516,27,-87.9516000004161,42.5187000001945
1708,55,Safety & Weight Enforcement Facility #11,US61/151 NB,1,Dickeyville,Grant,WI,42.52025,-90.607433,10,-90.6074329995899,42.5202500002378
1709,55,Rest Area #106,US51/161,1,Kieler,Grant,WI,42.52102,-90.61715,18,-90.6171499996614,42.5210199996805
1710,55,Safety & Weight Enforcment Facility #19,I-39N/I-90W,180,Beloit,Rock,WI,42.59873,-88.98119,16,-88.9811900001839,42.5987299996793
1711,55,Rest Area #35,I-43N,32,Elkhorn,Walworth,WI,42.722307,-88.462858,15,-88.4628580002006,42.7223070001662
1712,55,Rest Area #36,I-43S,32,East Troy,Walworth,WI,42.733522,-88.46113,14,-88.4611300000218,42.7335220001908
1713,55,Rest Area #17,I-39S/I-90E,168,Janesville,Rock,WI,42.768793,-89.006896,44,-89.0068959999114,42.7687930003017
1714,55,Safety & Weight Enforcement Facility #22,I41/94EB,327.3,Racine,Racine,WI,42.79495,-87.953933,8,-87.9539329997691,42.794949999676
1715,55,Safety & Weight Enforcment Facility #16,I-39S/I-90E,145,Madison,Dane,WI,43.00864,-89.22373,17,-89.2237300002109,43.008639999848
1716,55,Rest Area #13,I-94E,261,Lake Mills,Jefferson,WI,43.086285,-88.874931,28,-88.8749309999342,43.086284999835
1717,55,Rest Area #14,I-94W,263,Johnson Creek,Jefferson,WI,43.086497,-88.823433,30,-88.8234330002654,43.0864970002701
1718,55,Rest Area #12,I-39N,113,Poynette,Columbia,WI,43.425679,-89.477863,63,-89.4778629997279,43.4256789999926
1719,55,Rest Area #11,I-39S/I-90/I-94,113,Portage,Columbia,WI,43.429215,-89.482026,68,-89.4820260002653,43.4292149996793
1720,55,Rest Area #64,US41N,82,Theresa,Dodge,WI,43.55756,-88.427324,12,-88.4273240000735,43.5575599998997
1721,55,Rest Area #63,US41S,83,Lomira,Dodge,WI,43.561408,-88.431712,22,-88.4317119998435,43.5614080002369
1722,55,Rest Area #10,I-90W/I-94,75,Mauston,Juneau,WI,43.751032,-89.948941,25,-89.9489409998724,43.7510319998873
1723,55,Rest Area #9,I-90/I-94E,74,Lyndon Station,Juneau,WI,43.76153,-89.97402,23,-89.9740199997861,43.7615300000492
1724,55,Rest Area #31,I-90E,1,La Crosse,La Crosse,WI,43.85948,-91.27815,19,-91.2781500004308,43.8594799999918
1725,55,Safety & Weight Enforcement Facility #54,I90/EB,16,Sparta,Dunn,WI,43.886137,-91.106535,20,-91.1065349996447,43.8861370002592
1726,55,Rest Area #15,I-90E,20,Bangor,Monroe,WI,43.89878,-90.9197,16,-90.9197000002049,43.8987800001849
1727,55,Rest Area #16,I-90W,21,Sparta,Monroe,WI,43.9107,-90.87253,16,-90.8725300000316,43.9106999997331
1728,55,Rest Area #82,I-39N,117,Westfield,Marquette,WI,43.94437,-89.48425,30,-89.4842499998384,43.9443699998361
1729,55,Safety & Weight Enforcement Facility #35,I43/SB,141,Newton,Manitowoc,WI,43.97065,-87.73635,10,-87.7363500003555,43.9706500002087
1730,55,Rest Area #81,I-39S,120,Coloma,Marquette,WI,43.9821,-89.49773,20,-89.4977300004143,43.9820999998335
1731,55,Safety & Weight Enforcement Facility #44,I39/NB/SB,127,Coloma,Washara,WI,44.077306,-89.535493,12,-89.5354930001374,44.0773060002895
1732,55,Rest Area #53,I-94E,124,Millston,Jackson,WI,44.227491,-90.706636,41,-90.7066360000825,44.2274909998561
1733,55,Rest Area #54,I-94W,121,Jackson,Black River Falls,WI,44.2439,-90.7322,43,-90.7322000004181,44.243900000092
1734,55,Rest Area #51,I-43S,168,Maribel,Manitowoc,WI,44.318244,-87.815319,20,-87.8153189997406,44.3182440002442
1735,55,Rest Area #52,I-43N,168,Denmark,Manitowoc,WI,44.3187,-87.80733,20,-87.8073299998479,44.3186999997627
1736,55,Safety & Weight Enforcement Facility #34,I41/NB,153,Wrightstown,Outagamie,WI,44.340883,-88.200367,8,-88.2003669998217,44.3408829997091
1737,55,Safety & Weight Enforcement Facility #41,US41NB/SB,183,Abrams,Oconto,WI,44.742229,-88.051827,20,-88.0518270003825,44.7422290003076
1738,55,Safety & Weight Enforcement Facility #63,I94/WB,48,Menominie,Dunn,WI,44.904548,-91.799446,10,-91.7994459997789,44.9045479998464
1739,55,Rest Area #61,I-94E,43,Menomonie EB,Dunn,WI,44.907242,-91.906718,25,-91.9067179996318,44.9072419998983
1740,55,Rest Area #62,I-94W,43,Menomonie WB,Dunn,WI,44.908649,-91.908928,25,-91.9089279998595,44.9086489997039
1741,55,Safety & Weight Enforcement Facility #61,I-94EB,8,Hudson,St.Croix,WI,44.95994,-92.61088,18,-92.6108799998476,44.9599400002264
1742,55,Rest Area #33,US53S,122,New Auburn,Barron,WI,45.238165,-91.593021,14,-91.5930209996621,45.2381649999689
1743,55,Rest Area #34,US53N,125,Chetek,Barron,WI,45.284081,-91.637027,12,-91.6370269995557,45.2840810002447
1744,55,Rest Area #103,US51,NA,Hurley,Iron,WI,46.46255,-90.19507,8,-90.1950700003264,46.4625500000384
1745,55,Safety & Weight Enforcement Facility #72,US2/53-,225,Superior,Douglas,WI,46.614144,-91.933616,14,-91.9336159999609,46.6141439998794
1746,55,Rest Area #23,US2E/53S,229,Superior,Douglas,WI,46.6702,-92.00167,21,-92.0016699997234,46.6701999999559
1747,54,WV Tourist Information Center,177S,9,Princeton,Mercer,WV,37.362936,-81.045271,7,-81.0452709997946,37.3629360002962
1748,54,Morton Travel Plaza,I-77,18,Summersville,Nicholas,WV,37.474675,-81.067583,104,-81.0675829999871,37.4746749998377
1749,54,White Sulpher Springs Welcome Center WB,I-64W,179,Dickson,Greenbrier,WV,37.786232,-80.300627,8,-80.300626999815,37.7862319996706
1750,54,Tamarack,I77,45,Beckley,Raleigh,WV,37.801794,-81.214327,142,-81.2143270003736,37.8017939996463
1751,54,Elkridge Rest Stop SB,I-64,69,Elkridge,Fayette,WV,38.068487,-81.38096,18,-81.3809600002896,38.0684870000673
1752,54,Bluestone Travel Plaza,I-77,72,Morton,Kanawha,WV,38.102107,-81.383618,30,-81.3836180002309,38.1021069997464
1753,54,Huntington Welcome Center EB,I-64E,10,Huntington,Cabell,WV,38.392032,-82.422197,20,-82.4221969999741,38.3920320003361
1754,54,Teays Valley Rest Area WB,I-64W,35,Teays Valley,Putnam,WV,38.449438,-82.001513,14,-82.0015129996586,38.4494380003056
1755,54,Teays Valley Rest Area EB,I-64E,35,Teays Valley,Putnam,WV,38.449524,-81.998268,18,-81.9982680000864,38.4495240002013
1756,54,Servia Rest Area NB,I-79N,49,Servia,Braxton,WV,38.619164,-80.900307,15,-80.9003070003638,38.6191640002369
1757,54,Servia Rest Area SB,I-79S,49,Servia,Braxton,WV,38.620175,-80.900081,15,-80.900081000408,38.6201749998485
1758,54,Burnsville Rest Area SB,I-79S,85,Orlando,Lewis,WV,38.911931,-80.592334,30,-80.5923339998075,38.911930999726
1759,54,Burnsville Rest Area NB,I-79N,85,Orlando,Lewis,WV,38.91345,-80.595896,12,-80.5958959995721,38.9134499996872
1760,54,Mineral Wells Rest Area NB,I-77N,166,Chesterville,Wood,WV,39.1314,-81.5472,10,-81.5471999998451,39.1314000000565
1761,54,Mineral Wells Rest Area SB,I-77N,166,Chesterville,Wood,WV,39.132149,-81.549625,10,-81.549625000158,39.1321490000848
1762,54,Maple Lake Rest Area SB,I-79S,123,Maple Lake,Harrison,WV,39.313932,-80.250316,18,-80.2503159998267,39.3139319997089
1763,54,Maple Lake Rest Area NB,I-79N,123,Maple Lake,Harrison,WV,39.313964,-80.250186,17,-80.2501860001303,39.3139640002365
1764,54,Inwood Welcome Center NB,I-81N,2,Ridgeway,Berkeley,WV,39.320836,-78.070672,19,-78.0706719997423,39.3208360001593
1765,54,Williamstown Welcome Center,I77,185,Williamstown,Wood,WV,39.389833,-81.44266,23,-81.4426599995534,39.3898329999233
1766,54,Falling Waters Welcome Center SB,I-81S,25,Marlowe,Berkeley,WV,39.58702,-77.848069,18,-77.8480689998237,39.5870200001062
1767,54,Cheat Lake Weigh Station WB,I-68W,15,Cheat Lake,Monongalia,WV,39.657251,-79.776426,9,-79.776425999755,39.6572510003169
1768,54,Hazelton Welcome Center WB,I-68W,31,Hazelton,Preston,WV,39.663956,-79.495145,46,-79.4951449996636,39.6639560000579
1769,54,Morgantown Welcome Center SB,I-79S,159,Morgantown,Monongalia,WV,39.697405,-80.047127,19,-80.0471269999596,39.6974050001259
1770,54,Wheeling Welcome Center WB,I-70W,13,Valley Grove,Ohio,WV,40.091968,-80.536082,19,-80.5360819997725,40.0919680003268
1771,56,High Plains Road SE Wyoming Info Center and Rest Area,I-25,Exit 4,NA,Laramie,WY,41.058254,-104.879352,20,-104.879352000283,41.0582540001312
1772,56,Truck parking area,I-80,MM 345,NA,Laramie,WY,41.098889,-105.115556,41,-105.115556000253,41.0988889999277
1773,56,Pine Bluffs Rest Area,I-80,Exit 401,NA,Laramie,WY,41.175,-104.075556,8,-104.075555999579,41.175000000124
1774,56,Summit Rest Area,I-80,Exit 323,NA,Laramie,WY,41.237094,-105.435799,18,-105.435799000342,41.2370939999699
1775,56,Turnout eastbound,I-80,MM 8,NA,Uinta,WY,41.26489,-110.914215,56,-110.91421499968,41.2648900000973
1776,56,Turnout westbound,I-80,MM 8,NA,Uinta,WY,41.26489,-110.914215,12,-110.91421499968,41.2648900000973
1777,56,Turnout westbound,I-80,MM 28,NA,Uinta,WY,41.302778,-110.537778,12,-110.53777800018,41.3027779999229
1778,56,Turnout eastbound,I-80,MM 33,NA,Uinta,WY,41.329167,-110.444167,15,-110.444166999755,41.3291670000302
1779,56,Fort Bridger Truck parking area,I-80,MM 34,NA,Uinta,WY,41.332222,-110.430556,93,-110.430555999658,41.3322219999448
1780,56,Turnout eastbound,I-80,MM 307,NA,Laramie,WY,41.350556,-105.663889,10,-105.663888999847,41.3505560000876
1781,56,Turnout westbound,I-80,MM 307,NA,Laramie,WY,41.350556,-105.663889,12,-105.663888999847,41.3505560000876
1782,56,North Lyman Rest area,I-80,Exit 41,NA,Uinta,WY,41.365238,-110.297509,8,-110.297508999582,41.3652379999182
1783,56,Turnout westbound,I-80,MM 48,NA,Uinta,WY,41.398056,-110.173889,14,-110.173889000048,41.3980559996995
1784,56,Turnout eastbound,I-80,MM 60,NA,Uinta,WY,41.4925,-110.014722,18,-110.014721999968,41.4925000001484
1785,56,Turnout westbound,I-80,MM 60,NA,Uinta,WY,41.4925,-110.014722,12,-110.014721999968,41.4925000001484
1786,56,Turnout westbound,I-80,MM 69,NA,Sweetwater,WY,41.542778,-109.826667,12,-109.826667000338,41.5427780001366
1787,56,Turnout eastbound,I-80,MM 70,NA,Sweetwater,WY,41.542778,-109.826667,12,-109.826667000338,41.5427780001366
1788,56,Wagonhound rest area,I-80,Exit 267,NA,Carbon,WY,41.630369,-106.286721,25,-106.286720999939,41.6303689996823
1789,56,Bitter Creek eastbound rest area,I-80,Exit 144,NA,Sweetwater,WY,41.64262,-108.531925,14,-108.531924999876,41.6426199997119
1790,56,turnout eastbound,I-80,MM 142,NA,Sweetwater,WY,41.644604,-108.568197,11,-108.568197000145,41.6446039999177
1791,56,Turnout westbound,I-80,MM 142,NA,Sweetwater,WY,41.644652,-108.568573,10,-108.568572999889,41.6446520001023
1792,56,bitter creak westbound rest area,I-80,Exit 144,NA,Sweetwater,WY,41.644832,-108.547872,20,-108.5478719997,41.6448319998051
1793,56,Turnout Westbound,I-80,MM 133,NA,Sweetwater,WY,41.66992,-108.732513,20,-108.732512999704,41.6699199998899
1794,56,Turnout eastbound,I-80,MM 133,NA,Sweetwater,WY,41.671583,-108.736622,15,-108.736621999814,41.6715829997578
1795,56,Turnout eastbound,I-80,MM 188,NA,Sweetwater,WY,41.7345,-107.6994,25,-107.699399999631,41.7345000000388
1796,56,Turnout westbound,I-80,MM 190,NA,Sweetwater,WY,41.739167,-107.682778,16,-107.682778000313,41.7391670001754
1797,56,Ft. Steele Rest Area,I-80,Exit 228,NA,Carbon,WY,41.753913,-106.950337,25,-106.950336999919,41.7539129999807
1798,56,Chugwater Rest Area,I-25,Exit 54,NA,Platte,WY,41.757435,-104.828656,5,-104.82865600033,41.7574350003141
1799,56,I-25 MM 65 Turnout westbound,I-25,MM 64,NA,Platte,WY,41.875556,-104.877222,5,-104.877222000421,41.8755560002465
1800,56,I-25 MM 65 Turnout eastbound,I-25,MM 65,NA,Platte,WY,41.875556,-104.877222,5,-104.877222000421,41.8755560002465
1801,56,Dwyer Junction Rest Area,I-25,Exit 92,NA,Platte,WY,42.234205,-105.019491,20,-105.019491000101,42.2342049999449
1802,56,I-25 MM 129 Turnout Northbound,I-25,MM 129,NA,Converse,WY,42.686111,-105.235278,10,-105.235277999564,42.6861109997788
1803,56,I-25 MM 129 Turnout Southbound,I-25,MM 129,NA,Converse,WY,42.686111,-105.235278,12,-105.235277999564,42.6861109997788
1804,56,I-25 MM 152 Turnout Northbound,I-25,MM 152,NA,Converse,WY,42.798056,-105.634167,10,-105.634166999896,42.7980560003028
1805,56,I-25 MM 152Turnout Southbound,I-25,MM 152,NA,Converse,WY,42.798056,-105.634167,12,-105.634166999896,42.7980560003028
1806,56,I-25 MM 171 Turnout Northbound,I-25,MM 171,NA,Converse,WY,42.835833,-105.9975,10,-105.997500000359,42.8358329996779
1807,56,I-25 MM 171 Turnout Southbound,I-25,MM 171,NA,Converse,WY,42.835833,-105.9975,12,-105.997500000359,42.8358329996779
1808,56,I-25 MM 218 Turnout eastbound,I-24,MM 217,NA,Natrona,WY,43.275556,-106.391111,15,-106.391111000443,43.2755560001292
1809,56,I-25 MM 218 Turnout westbound,I-25,MM 218,NA,Natrona,WY,43.275556,-106.391111,15,-106.391111000443,43.2755560001292
1810,56,I25 MM 274 Turnout eastbound,I-25,MM 274,NA,Johnson,WY,43.995278,-106.645833,10,-106.645833000139,43.9952779998456
1811,56,I25 MM 274 Turnout westbound,I-25,MM 274,NA,Johnson,WY,43.995278,-106.645833,10,-106.645833000139,43.9952779998456
1812,56,Powder River Rest Area,I-90,Exit 88,NA,Johnson,WY,44.214343,-106.157707,6,-106.157706999807,44.2143430000894
1813,56,I-90 MM 68 Turnout Westbound,I-90,MM 68,NA,Johnson,WY,44.271461,-106.517039,5,-106.517039000114,44.271461000006
1814,56,I-90 MM 163 Turnout eastbound,I-90,MM 162,NA,Crook,WY,44.278415,-104.773977,4,-104.773976999765,44.2784149999396
1815,56,I-90 MM 163 Turnout westbound,I-90,MM 163,NA,Crook,WY,44.278415,-104.773977,4,-104.773976999765,44.2784149999396
1816,56,I-90 MM 138 Turnout eastbound,I-90,MM 138,NA,Campbell,WY,44.296976,-105.269203,10,-105.269203000236,44.2969759998176
1817,56,I-90 MM 138 Turnoutwestbound,I-90,MM 138,NA,Campbell,WY,44.296976,-105.269203,10,-105.269203000236,44.2969759998176
1818,56,I-90 MM 171 Turnout eastbound,I-90,MM 171,NA,Crook,WY,44.300287,-104.624022,4,-104.624022000141,44.3002869997426
1819,56,I-90 MM 171 Turnout westbound,I-90,MM 171,NA,Crook,WY,44.300287,-104.624022,4,-104.624022000141,44.3002869997426
1820,56,I-90 MM 175 Turnout eastbound,I-90,MM 175,NA,Crook,WY,44.319721,-104.519672,5,-104.519671999821,44.3197210001242
1821,56,I-90 MM 175 Turnout westbound,I-90,MM 175,NA,Crook,WY,44.319721,-104.519672,5,-104.519671999821,44.3197210001242
1822,56,I-90 MM 60 Turnout eastbound,I-90,MM 60,NA,Johnson,WY,44.339175,-106.631005,5,-106.631005000225,44.3391750001281
1823,56,I-90 MM 60 Turnout westbound,I-90,MM 60,NA,Johnson,WY,44.339175,-106.631005,5,-106.631005000225,44.3391750001281
1824,56,East Sundance Rest Area,I-90,Exit 189,NA,Crook,WY,44.414066,-104.340801,6,-104.340801000159,44.4140659998054
1825,56,Aladdin NE Wyoming Info Center and Rest Area,I-90,Exit 199,NA,Crook,WY,44.52792,-104.205751,12,-104.205751000443,44.5279199999618
1826,56,I-90 MM 39 Turnout Westbound,I-90,MM 39,NA,Sheridan,WY,44.597089,-106.840723,5,-106.840722999594,44.5970890000895
1827,56,I-90 MM 30 Turnout Eastbound,I-90,MM 30,NA,Sheridan,WY,44.701301,-106.908856,5,-106.908855999898,44.701300999848
1828,56,Fifth Street Rest Area,I-90,Exit 23,NA,Sheridan,WY,44.805497,-106.932324,15,-106.932323999808,44.8054969998286
1829,56,I-90 MM 0 Turnout Eastbound,I-90,MM 0,NA,Sheridan,WY,44.998611,-107.298611,5,-107.298610999591,44.9986109998708
1830,26,NHS Rest Stop or Truck Facility 74,US41,NA,NA,NA,MI,46.50429333,-87.362705,6,-87.3627049997936,46.5042933297807
1831,54,Rest Area,I-77S, , , ,WV,37.486458,-81.080887,13,-81.0808869999375,37.4864579998671
1832,40,Welcome Center WB,I-44W, , , ,OK,36.8763,-94.8451,15,-94.8450999996666,36.8762999998877
1833,40,Kum & Go 891,I-44W, , , ,OK,36.6227,-95.1475,15,-95.1475000004222,36.6227000002523
1834,40,WB KUM & GO,I-44W, , , ,OK,36.6242,-95.1479,15,-95.147899999557,36.6242000003326
1835,40,EZ Go WB EB,I-44 EB WB, , , ,OK,35.752,-96.6888,95,-96.6887999998862,35.7519999999658
1836,40,E-Z Go,I-44E, , , ,OK,35.7194,-96.8804,18,-96.8803999995629,35.7193999999368
1837,40,EZ Go Foods #43,I-44 EB WB, , , ,OK,35.0814,-97.8898,30,-97.8898000004007,35.0813999999113
1838,40,EZ Go NB SB,I-44 EB WB, , , ,OK,34.37,-98.4096,8,-98.4096000002719,34.3700000003676
1839,39,Ohio Turnpike Mahoning Valley Service Plaza,I-76W, , , ,OH,40.9406,-80.5861,101,-80.5860999998579,40.9405999996806
1840,39,Ohio Turnpike Glacier Hills Service Plaza,I-76E, , , ,OH,40.9386,-80.5871,108,-80.5870999999406,40.9385999998289
1841,36,Clarence Travel Plaza,I-90W, , , ,NY,42.9528,-78.6007,51,-78.6007000000462,42.9527999997376
1842,36,Rest Area EB,I-90E, , , ,NY,43.0121,-78.3324,20,-78.332399999865,43.0120999999125
1843,36,Angola Travel Plaza EB,I-90E, , , ,NY,42.6336,-78.9915,40,-78.9915000000281,42.6336000001359
1844,36,Angola Travel Plaza WB,I-90W, , , ,NY,42.6379,-78.9869,26,-78.9868999996477,42.6379000001911
1845,36,Clarence Travel Plaza,I-90W, , , ,NY,42.9528,-78.6007,39,-78.6007000000462,42.9527999997376
1846,36,Pembroke Travel Plaza,I-90E, , , ,NY,43.01187,-78.32903,48,-78.3290299997211,43.0118699997556
1847,36,Ontario Travel Plaza,I-90W, , , ,NY,43.03087,-77.90665,31,-77.9066499999121,43.0308699998899
1848,36,Scottsville Travel Plaza EB,I-90E, , , ,NY,43.0412,-77.7171,35,-77.7170999997312,43.0412000002779
1849,36,Parking/Rest Area,I-90W, , , ,NY,42.688,-78.9378,5,-78.9377999996293,42.6879999999129
1850,36,Parking/Rest Area,I-90E, , , ,NY,42.6877,-78.9364,5,-78.9364000004118,42.6877000000299
1851,36,Parking/Rest Area,I-90E, , , ,NY,43.0148,-77.48,5,-77.4800000003338,43.0147999997477
1852,36,Parking/Rest Area,I-90W, , , ,NY,42.9744,-76.8104,5,-76.8103999997515,42.9743999999135
1853,36,Parking/Rest Area,I-90W, , , ,NY,43.1168,-75.6445,5,-75.6444999998942,43.1167999999492
1854,36,Seneca,I-90W, , , ,NY,42.99897,-77.41339,40,-77.4133900001698,42.9989700002831
1855,36,Clifton Springs,I-90E, , , ,NY,42.95897,-76.91816,27,-76.9181600003994,42.9589699998418
1856,36,Junius Ponds Travel Plaza WB,I-90W, , , ,NY,42.9588,-76.9161,43,-76.9160999999595,42.958800000082
1857,36,Port Byron,I-90E, , , ,NY,43.02383,-76.67101,24,-76.6710099999462,43.0238299999476
1858,36,EB Parking Area,I-90E, , , ,NY,43.1298,-75.5319,10,-75.5318999995647,43.1297999999481
1859,36,Warners Travel Plaza,I-90W, , , ,NY,43.0924,-76.3182,35,-76.3182000003664,43.0923999999921
1860,36,Dewitt Travel Plaza,I-90E, , , ,NY,43.09103,-76.10088,25,-76.1008799998202,43.0910299998158
1861,36,Chittenango Travel Plaza,I-90E, , , ,NY,43.09103,-76.10088,30,-76.1008799998202,43.0910299998158
1862,36,Onieda Travel Plaza,I-90E, , , ,NY,43.12503,-75.4149,32,-75.4148999997696,43.1250299998894
1863,36,Schuyler Travel Plaza WB,I-90W, , , ,NY,43.075,-75.1016,23,-75.1016000003583,43.0749999998711
1864,36,Iroquois Travel Plaza WB,I-90W, , , ,NY,43.0161,-74.8008,35,-74.800799999735,43.0161000001954
1865,36,Indian Castle Travel Plaza EB,I-90E, , , ,NY,43.0169,-74.8071,35,-74.8070999998069,43.0168999997261
1866,36,Parking/Rest Area,I-90W, , , ,NY,42.9435,-74.3946,5,-74.3946000002761,42.9435000001174
1867,36,Parking/Rest Area,I-90E, , , ,NY,42.943,-74.3978,5,-74.3977999996424,42.9430000001659
1868,36,Mohawk Travel Plaza,I-90E, , , ,NY,42.91469,-74.16241,20,-74.1624099999822,42.9146899996916
1869,36,Pattersonville Travel Plaza,I-90W, , , ,NY,42.89677,-74.0976,54,-74.097599999967,42.8967699997979
1870,36,Guilderland Travel Plaza,I-90E, , , ,NY,42.74384,-73.91855,65,-73.9185500002054,42.7438399999912
1871,36,Parking/Rest Area,I-90E, , , ,NY,43.1298,-75.5323,5,-75.5322999995978,43.1297999999481
1872,36,Parking/Rest Area,I-87S, , , ,NY,42.5935,-73.7863,5,-73.7862999998228,42.5934999999379
